Script,Id,Group_ID
ಎಲ್ಲ ದೇಶಗಳ ಕಾನೂನುಗಳಲ್ಲೂ ಸ್ಥೂಲವಾಗಿ ಈ ಎರಡು ತತ್ತ್ವಗಳು ಅಂತರ್ಗತವಾಗಿರುತ್ತವೆ,23349642,30009
ಒಮ್ಮೆ ತನ್ನ ತಂದೆಯ ಮನೆಗೆ ಬಂದವನು ಮತ್ತೆ ಚಿಕ್ಕಮ್ಮನ ಮನೆಗೆ ಹೋಗಲೇ ಇಲ್ಲ,23414944,30009
ಸುಗ್ಗಿಯ ಸಂಭ್ರಮ ಶುಕ್ರವಾರ ಜನರಲ್ಲಿ ಸಂತೋಷವನ್ನು ತಂದುಕೊಡುತ್ತದೆ,23518360,30009
೨೦ ಮೀಟರ್ ತೆರವುಗೊಳಿಸಿದರು ಮತ್ತು ಫೊಸ್ಬರಿ ತನ್ನ ಮೊದಲ ಪ್ರಯತ್ನದಲ್ಲಿ ಪ್ರತಿ ಎತ್ತರವನ್ನು ತೆರವುಗೊಳಿಸಿದ ಕಾರಣದಿಂದ ಮುನ್ನಡೆದರು,24062366,30009
ಈ ಸ್ಥಳವನ್ನು ಮುಕ್ತಿ ಸ್ಥಲ ಎಂದೂ ಕರೆಯುತ್ತಾರೆ,23503570,30009
ಆದರೆ ಅವುಗಳ ನ್ಯೂನ ಹಂಚಿಕೆ ಒಂದು ದೊಡ್ಡ ಸಮಸ್ಯೆ,23547442,30009
ಮಡದಿಯ ಇಚ್ಛೆಯಂತೆ ಪರಮೇಶ್ವರ ಹಂದಿಗೆ ಜೀವದಾನ ಮಾಡಿದರು,23585490,30009
ಇದು ಮೇ ಬಗ್ಗೆ ತೀವ್ರ ಟೀಕೆಗಳನ್ನು ಹೊಂದಿದ್ದರಿಂದ ವಿವಾದಾತ್ಮಕವಾಯಿತು,23397198,30009
ಕೆಲವು ಬಾರಿ ಒಂದು ದೊಡ್ಡ ತಟ್ಟೆಯಲ್ಲಿ ಎಲ್ಲರೂ ಒಟ್ಟಾಗಿ ಕುಳಿತು ತಿನ್ನಲಾಗುತ್ತದೆ,23389794,30009
ಆಧುನಿಕ ಜಗತ್ತಿಗೆ ಪೂರಕವಾಗಿರುವ ಆವಿಯ ಯಂತ್ರ ವಿಜ್ಞಾನದ ಆವಿಷ್ಕಾರವೂ ಹೌದು ಹಾಗೆಯೇ ಆಧುನಿಕರಣದ ಸಂಕೇತವಾಗಿದೆ,23585950,30009
ಅವರು ಎರಡೂ ಚಿತ್ರಗಳಲ್ಲಿ ಹಾಡುಗಳನ್ನು ರೆಕಾರ್ಡ್ ಮಾಡಿದ್ದಾರೆ,23425144,30009
ಭಾರತದಾದ್ಯಂತ ಹರಡಿದ ಅನುಭಾವದ ಜನಪ್ರಿಯತೆಯಿಂದಾಗಿ ಭಕ್ತಿ ಚಳುವಳಿಯು ಗೌರವವನ್ನು ಗಳಿಸಿತು,23461492,30009
ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಬಲಬದಿಯ ಸೀಟುಗಳನ್ನು ಕೆಳಕ್ಕೆ ಸರಿಸುವಿರಾ,23611248,30009
ಮರದ ಕಾಂಡದ ಸುತ್ತಲೂ ದಾರವನ್ನು ಸುತ್ತಲಾಗುತ್ತದೆ ಮತ್ತು ತಾಮ್ರದ ನಾಣ್ಯಗಳನ್ನು ನೀಡಲಾಗುತ್ತದೆ,23354306,30009
ಕೆರ್ ಮೆಟ್ರಿಕ್ ಪರಿಭ್ರಮಿಸುವ ಕಪ್ಪು ಕುಳಿಯನ್ನು ವಿವರಿಸುತ್ತದೆ,23397790,30009
ಕ್ಲೆಮೆನ್ಸ್ ಅವರ ಭಾಷಾಂತರ ಮತ್ತು ವಲ್ಗೇಟ್ ಚಿತ್ರಣದ ನಡುವೆ ಲಿಂಗಗಳ ನಡುವಿನ ವರ್ತನೆಯ ಭಿನ್ನತೆಗಳು ಪಾಂಡಿತ್ಯಪೂರ್ಣ ವಿಶ್ಲೇಷಣೆಯ ಪ್ರಮುಖ ಅಂಶವಾಗಿದೆ,23334824,30009
ಇತರ ನಿರ್ಮಾಪಕ ನೇರ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿ ಬೆಲೆಗಳಲ್ಲಿ ಸ್ಪರ್ಧೆ,23406986,30009
ನಾರಾಯಣನ ಸುಂದರ ಪ್ರತಿಮೆ ಇರುವ ದೊಡ್ಡ ದೇವಾಲಯವೊಂದು ಸನಿಯದಲ್ಲೇ ಇದೆ,23565212,30009
ಅವನ ಮುಖ್ಯ ಕಾರ್ಯ ರಾಜ್ಯದ ಮುಂದಿನ ಉತ್ತರಾಧಿಕಾರಿಯನ್ನು ಹುಡುಕುವುದಾಗಿತ್ತು,23488522,30009
ಸೈನಿಕ ಕಾರ್ಯಾಚರಣೆಯ ಎಲ್ಲಾ ಕೆಲಸಗಳಲ್ಲಿ ಆತ ತನ್ನ ನಾಯಕತ್ವ ತೋರಿಸಿದ ಬಗ್ಗೆ ಇವುಗಳಲ್ಲಿ ವಿವರಿಸಲಾಗಿದೆ,23501958,30009
ಸಂಪರ್ಕ ಅಂದರೆ ಒಬ್ಬ ವ್ಯಕ್ತಿಯು ತಿಳಿದ ವಿಚಾರಗಳನ್ನು ಮತ್ತೊಬ್ಬ ವ್ಯಕ್ತಿಗೆ ವರ್ಗಾಯಿಸುವುದು,23353088,30009
ಇತರ ಲಕ್ಷಣಗಳು ತಲೆನೋವು ಹಾಗೂ ಕಣ್ಣಿನ ಬಳಲಿಕೆಯನ್ನು ಒಳಗೊಳ್ಳಬಹುದು,24086504,30009
ಫ಼ಾಫ಼ಡಾ ಒಂದು ಜನಪ್ರಿಯ ಗುಜರಾತಿ ಲಘು ಆಹಾರವಾಗಿದೆ,23485924,30009
ಅವನು ಗುರಿಯನ್ನು ಕತ್ತಿಯಿಂದ ಒಂದು ಸಾರಿ ಮುಟ್ಟಿದರೆ ಒಂದು ಅಂಶ ಗೆದ್ದಂತೆ,23329048,30009
ದಾಳಿಯಲ್ಲಿ ಎಷ್ಟು ಜನರು ಭಾಗಿಯಾಗಿದ್ದರು ಎಂಬ ಪ್ರಶ್ನೆಗೂ ಆರೋಪಪಟ್ಟಿ ಉತ್ತರ ಕೊಟ್ಟಿದೆ,23419852,30009
ಡೈರಿಚ್ಲೆಟ್ ಇಂಟಿಗ್ರಲ್ ಅನ್ನು ಆಧರಿಸಿದ ಡೈರಿಚ್ಲೆಟ್ ವಿತರಣೆ ಮತ್ತು ಡೈರಿಚ್ಲೆಟ್ ಪ್ರಕ್ರಿಯೆಗೆ ಅವರ ಹೆಸರನ್ನು ಇಡಲಾಗಿದೆ,23469072,30009
ರಾಮಚಂದ್ರರಾವ್ ಅವರಿಗೆ ೧೯೮೬ರ ವರ್ಷದ ಕರ್ನಾಟಕ ರಾಜ್ಯ ಸರ್ಕಾರದ ರಾಜ್ಯೋತ್ಸವ ಪ್ರಶಸ್ತಿಯೇ ಅಲ್ಲದೆ ನೂರಾರು ಪ್ರಶಸ್ತಿ ಗೌರವಗಳು ಸಂದಿವೆ,24095764,30009
ಇವರು ಹನ್ನೆರಡನೇ ವಯಸ್ಸಿನಲ್ಲಿ ಮದ್ರಾಸ್ ಪೋರ್ಟ್ ಟ್ರಸ್ಟ್ ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು,23445346,30009
ದಾಖಲಿಸಲ್ಪಟ್ಟ ಮಾನವ ಇತಿಹಾಸದುದ್ದಕ್ಕೂ ವಾಣಿಜ್ಯ ತನ್ನ ಸ್ಥಾನವನ್ನು ಪಡೆದುಕೊಂಡಿದೆ ಎಂದು ನಂಬಲಾಗಿದೆ,23352764,30009
ಅವರಿಗೆ ರಾಷ್ಟ್ರೀಯ ವಿಜ್ಞಾನ ಪದಕ ನೀಡಿ ಗೌರವಿಸಲಾಗಿದೆ,23354716,30009
ಕೃಷಿ ಇಲ್ಲಿನ ಜನರ ಮುಖ್ಯ ಕಸುಬು ಆಗಿದ್ದು,23355390,30009
ಅನುವಂಶೀಯ ಶುದ್ಧತೆ ಹೆಚ್ಚಿದಂತೆಲ್ಲ ಅನೇಕ ದುರ್ಬಲ ಜೀನ್ಗಳು ತಮ್ಮ ಪ್ರಭಾವವನ್ನು ತೋರಿಸಲು ಪ್ರಾರಂಭಿಸುತ್ತವೆ,23370048,30009
ಇವೆರಡೂ ಸಾಕಷ್ಟು ಪ್ರಗತಿ ಹೊಂದಿದ ಅಣುಶಕ್ತಿ ಕೇಂದ್ರಗಳನ್ನು ಸಹ ಹೊಂದಿವೆ,23408554,30009
ಈ ಚಿಹ್ನೆಗಳನ್ನು ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಪರದೆಯ ಮೇಲೆ ಮುದ್ರಣಕ್ಕೆ ಅನುವಾದಿಸಲಾಗುತ್ತದೆ,23326290,30009
ಇವುಗಳಲ್ಲಿ ಪ್ರಾಚೀನ ರೂಪಾಂತರ ಶಿಲಾಸ್ತೋಮ ಅತ್ಯಂತ ಹಿರಿಯದು,23387100,30009
ವಿಶ್ವದಲ್ಲಿಯೇ ಅತ್ಯಂತ ದೊಡ್ಡದಾದ ನೌಕಾಯಾನದ ಹಡಗನ್ನು ಇದು ಹೊಂದಿದೆ,23341664,30009
ಈ ವರ್ಷ ಯುಗಾದಿ ಯಾವ ದಿನ ಬರುತ್ತದೆ?,23587800,30009
ಗುರುಗಳು ಸಳ ಎಂಬ ಶಿಷ್ಯನಿಗೆ ಹುಲಿಯನ್ನು ಕೊಲ್ಲಲು ಹೊಯ್ಸಳ ಎಂದು ಸೂಚನೆ ನೀಡಿದರು,23445876,30009
ರಾಜಕೀಯ ರಂಗದಲ್ಲಿ ಕೂಲಿಗಾರ ಪಕ್ಷ ಅನೇಕ ರಾಜ್ಯಗಳಲ್ಲಿ ತನ್ನ ಶಕ್ತಿಯನ್ನು ಬೆಳೆಸಿಕೊಂಡಿತು,23493130,30009
ನಾಗೇಂದ್ರ ಕುಮಾರ್ ಸಿಂಗ್ ರವರೊಬ್ಬ ಭಾರತೀಯ ಕೃಷಿ ವಿಜ್ಞಾನಿ,23335078,30009
ನಡು ಸಾಲಿನ ಎಡಗಡೆಯ ಸೀಟಿನ ಸೀಟ್ ಹೀಟರ್ ಅನ್ನು ಬಂದ್ ಮಾಡು,23631262,30009
ಕಡಲ ಪ್ರಾಣಿಗಳಿಂದ ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದಲ್ಲಿ ಕೊಬ್ಬನ್ನು ಪಡೆಯುವಂತೆ ಹಿಮಕರಡಿಯ ಶರೀರದ ವಿನ್ಯಾಸ ಮತ್ತು ರಚನೆ ವೈಶಿಷ್ಟ್ಯವಾಗಿದೆ,23544112,30009
ತ್ಯಾಜ್ಯ ನಿರ್ವಹಣೆ ಎಂಬುದು ವ್ಯವಸ್ಥೆಯ ವಿನ್ಯಾಸದಿಂದ ಶುರುವಾಗಿ ತ್ಯಾಜ್ಯದ ಪುನರ್ಬಳಕೆಯ ತನಕದ ಎಲ್ಲ ಹಂತದವರೆಗೂ ಮುಖ್ಯವಾಗುತ್ತದೆ,23341256,30009
ಸಂಸ್ಥೆಯ ಅತ್ಯಂತ ಅಪೇಕ್ಷಿತ ಮತ್ತು ಆಚರಿಸಲಾಗುವ ಕಾರ್ಯಕ್ರಮವಾದ ಗಣೇಶ ಹಬ್ಬವು ಭಾರತದ ಅತ್ಯಂತ ಪ್ರತಿಭಾವಂತ ಕಲಾವಿದರನ್ನು ಹೊಂದಿತ್ತು,23554156,30009
ಈ ಸಂಚಿಯ ಮುಂಭಾಗದಲ್ಲಿ ಒಂದು ಚಿಕ್ಕ ರಂಧ್ರವಿದೆ,23463608,30009
ಈ ಕಾಲ್ಪನಿಕ ಚಿತ್ರಣಗಳು ವಿಶಿಷ್ಟವಾದ ರೀತಿಯಲ್ಲಿ ಉತ್ಪ್ರೇಕ್ಷಿತ ಗುಣಲಕ್ಷಣಗಳನ್ನು ಒಳಗೊಂಡಿವೆ,23426070,30009
ಚಿಪ್ಪಿನ ದ್ವಾರ ಗುಂಡಗೂ ಬಹು ಅಗಲವಾಗಿಯೂ ಇದೆ,23433468,30009
ಧ್ವನಿಯೊಂದಿಗೆ ಭರ್ಜಿ ಹಿಡಿದ ಅಶ್ವಾರೂಢರು ಪ್ರವೇಶಿಸಿ ಗೂಳಿಗೆ ಎದುರಾಗುತ್ತಾರೆ,23414932,30010
ಈ ಬಸದಿಯು ವಿಜಯನಗರ ಕಾಲಾವಧಿಯಲ್ಲಿ ಅವಧಿಯಲ್ಲಿ ಕಟ್ಟಲಾಗಿದೆ,23472630,30010
ಕೊಡಗಿಗೆ ಭೂಮಿ ಕಡಿಮೆಯಾಯಿತು ಮತ್ತು ನಾಲ್ಕು ಕೋಟೆಗಳಲ್ಲಿ ರಕ್ಷಣಾ ಸೇನಾಪಡೆಗಳನ್ನು ತುಂಬಿದನು,23430584,30010
ಈ ಇಪ್ಪತ್ತು ರಾಜ್ಯಗಳಲ್ಲಿ ಮೈಸೂರು ರಾಜ್ಯವೂ ಒಂದು,23488532,30010
ಅದರ ಫಲವೇ ಈ ಯಶಸ್ಸು ಹಾಗೂ ಸಾರ್ಥಕ್ಯ,23414996,30010
ಉಪೇಂದ್ರ ಅವರ ಭರತನಾಟ್ಯ ನರ್ತಕನ ಪಾತ್ರವು ಚಿತ್ರದ ದೊಡ್ಡ ಹೈಲೈಟ್ ಆಗಿ ಉಳಿಯುತ್ತದೆ,23522064,30010
ಎಂ ನೇತೃತ್ವದ ಆಡಳಿತದಲ್ಲಿ ವಸತಿ ಮತ್ತು ಕಾರ್ಮಿಕ ಸಚಿವರಾಗಿದ್ದರು,24200946,30010
ಮಂತ್ರವಾದಿಯನ್ನು ಗಾಯಗೊಳಿಸಿದರೆ ಅವನು ಪರಿಹಾರ ಬಯಸಿ ದೂರು ಸಲ್ಲಿಸುತ್ತಿದ್ದ,23344422,30010
ಐದು ಭೂಖಂಡಗಳಲ್ಲಿ ಆರು ವಾರಗಳ ಯೋಜನೆ ಹಾಕಿಕೊಳ್ಳಲಾಯಿತು,23335556,30010
ಕದಂಬ ರಾಜ್ಯ ಬಹುಮಟ್ಟಿಗೆ ಚಳುಕ್ಯ ಸಾಮ್ರಾಜ್ಯದಲ್ಲಿ ವಿಲೀನವಾಗಿ ಕೆಲವು ಶಾಖೆಗಳ ಆಳಿಕೆ ಮಾತ್ರ ಮುಂದುವರಿಯಿತು,23518282,30010
ಶ್ರೀ ನಾರಾಯಣ ಗುರುಗಳು ಕುಂಜನ್ ಪಿಳ್ಳೈ ಚಟ್ಟಾಂಬಿ ಸ್ವಾಮಿಕಲ್ ಅವರನ್ನು ಭೇಟಿಯಾದರು,23522954,30010
ದಯವಿಟ್ಟು ಮಧ್ಯದ ಸಾಲಿನ ಬಲಬದಿಯ ಸೀಟ್ ಹೀಟರ್ ಅನ್ನು ಮಿಡಿಯಂಗೆ ಹೊಂದಿಸಿ,23625122,30010
ರಾಜ್ಯದ ಎಲ್ಲಾ ಭಾಗಗಳಿಗೂ ಮೂಲ ಸೌಕರ್ಯಗಳನ್ನು ಮತ್ತು ನೈಸರ್ಗಿಕ ಸೌಕರ್ಯಗಳನ್ನು ಒದಗಿಸುವುದು,23412630,30010
ಬೆಟ್ಟಗಳಲ್ಲಿನ ಕಾಡುಗಳು ಔಷಧೀಯ ಗಿಡಮೂಲಿಕೆಗಳನ್ನು ಹೊಂದಿವೆ ಎಂದು ವರದಿಯಾಗಿದೆ,23544570,30010
ಈಗಲೂ ಸ್ಥಳೀಯರು ವಿಜಯಪುರ ಎಂಬ ಹೆಸರನ್ನೇ ಬಳಸುತ್ತಾರೆ,23480664,30010
ಈ ಅಂಶಗಳ ಆಧಾರದಿಂದಲೇ ಆ ಭಾಷೆಯ ಪ್ರಾಚೀನ ರಚನೆಯನ್ನು ಊಹಿಸಿ ಪುನಾರಚಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತವೆ,23538758,30010
ಪ್ರಕೃತಿಯ ಮಡಿಲಲ್ಲಿ ಶ್ರೀ ಪದ್ಮಾವತಿ ಅಮ್ಮನವರ ದೇವಾಲಯವಿದೆ,23418758,30010
ಈ ಗ್ರಾಮದಲ್ಲಿ ಪ್ರಾಚೀನ ಶ್ರೀಲಕ್ಷ್ಮೀ ನರಸಿಂಹ ದೇವಸ್ಥಾನವಿದೆ,23419942,30010
ಅದು ಆತನ ವೃತ್ತಿ ಜೀವನದಲ್ಲಿ ಅದುವರೆಗಿನ ಉತ್ತಮ ಸ್ಥಾನವಾಗಿತ್ತು,23417432,30010
ದಯವಿಟ್ಟು ಮಧ್ಯ ಸಾಲಿನ ಬಲ ಸೀಟಿನ ಹೀಟರ್ ಅನ್ನು ಮಿಡಿಯಂಗೆ ಹೊಂದಿಸಿ,23623484,30010
ಅಲ್ಪಸ್ವಲ್ಪ ಸತ್ಯಾಂಶದ ಮೇಲೆ ನಿಂತ ಅಭಿಮತ ಅದು,23406264,30010
ಅಖಾಡದ ಪರಿಶುದ್ಧತೆ ಮತ್ತು ಗೂಳಿಗಳ ಅಸಾಧಾರಣ ಜ್ಞಾಪಕ ಶಕ್ತಿಯ ಕಾರಣದಿಂದಾಗಿ ಒಮ್ಮೆ ಅಖಾಡಕ್ಕೆ ಬಿಟ್ಟ ಗೂಳಿಯನ್ನು ಮತ್ತೆ ಬಿಡುವುದಿಲ್ಲ,23494958,30010
ಗಾಂಧೀಜಿ ಚಳವಳಿಯ ನಾಯಕತ್ವವನ್ನು ವಹಿಸಿಕೊಂಡು ನಡೆಸಲು ಅಧಿಕಾರ ನೀಡಿದರು,23495916,30010
ಇವರುಗಳು ತಮ್ಮ ಕ್ಷೇತ್ರಕ್ಕೆ ಮುಂಚೆ ಕೇಳರಿಯದ ಯಶಸ್ಸನ್ನು ಸಾಧಿಸಿದರು,23456310,30010
ಈ ವರ್ಷ ಸೂಪರ್ ಲೀಗ್‌ನಲ್ಲಿ ಆಡುವ ಅತ್ಯುತ್ತಮ ತಂಡಗಳು ಯಾವುವು?,24275274,30010
ನಂಜನಗೂಡು ಕರ್ನಾಟಕ ರಾಜ್ಯದ ಮೈಸೂರು ಜಿಲ್ಲೆಯ ಒಂದು ತಾಲ್ಲೂಕು ಪಟ್ಟಣ,23386954,30010
ಮನೆಯಲ್ಲಿರುವ Rajkumar ಗೆ ಕರೆ ಮಾಡಿ.,24278766,30010
ವಿವಾಹದ ಆರು ತಿಂಗಳ ಬಳಿಕ ಜಾರ್ಜ್ ಎದೆಗೂಡಿನ ವ್ಯಾಧಿಯಿಂದಾಗಿ ಮರಣವನ್ನಪ್ಪಿದರು,23486092,30010
ಇಲ್ಲಿರುವ ಭವ್ಯ ಮಸೀದಿಯ ಸೊಬಗು ಮತ್ತು ವಾಸ್ತುಶೈಲಿಯ ಪ್ರಭಾವವು ಇನ್ನೆಲ್ಲೂ ಕಾಣಸಿಗದು,23438724,30010
ಎಡಭಾಗದ ಹಿಂದಿನ ಆಸನದ ಸೇವ್ ಮಾಡಿದ ಸೇವ್ ಮಾಡಿದ ಪೊಸಿಷನ್ ರಿಸ್ಟೋರ್ ಮಾಡಿ,23589244,30010
ಪ್ರತಿವರ್ಷ ಮೇ ತಿಂಗಳ ಅಂತ್ಯದಲ್ಲಿ ಅಣೆಕಟ್ಟನ್ನು ನೋಡಬಹುದು,23555126,30010
ರೋಗಲಕ್ಷಣಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಕ್ರಮೇಣ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತವೆ ಆದರೆ ಸಾಂದರ್ಭಿಕವಾಗಿ ಹಠಾತ್ತನೆ ಕಾಣಿಸಿಕೊಳ್ಳಬಹುದು,24067780,30010
ಇವರು ಸಮಿತಿಯನ್ನು ತೊರೆದು ಇವರ ಪ್ರಸಾರ ಕಾರ್ಯಕ್ರಮದ ವೃತ್ತಿಯನ್ನು ಮುಂದುವರೆಸಿದರು,23340874,30010
ದಯವಿಟ್ಟು ಪ್ರಯಾಣಿಕರ ಕಡೆಯ ಡೋರ್‌ಗಳನ್ನು ಅನ್ಲಾಕ್ ಮಾಡು ಮತ್ತು ಅವುಗಳನ್ನು ತೆರೆ,23620410,30010
ಹಿಂದೂ ಧರ್ಮದ ಚಾಂದ್ರಮಾನ ಪಂಚಾಂಗದ ಒಂಬತ್ತನೇ ಮಾಸ,23390320,30010
ಯಕ್ಷಗಾನ ಗೊಂಬೆಯಾಟವನ್ನು ಜನಪ್ರಿಯಗೊಳಿಸಿದ ಇವರಿಗೆ ಅನೇಕ ಗೌರವ ಪ್ರಶಸ್ತಿಗಳು ಲಭಿಸಿವೆ,23347236,30010
ಕೇರಳವನ್ನು ಮೌರ್ಯ ಸಾಮ್ರಾಜ್ಯದ ಗಡಿ ಸಾಮ್ರಾಜ್ಯಗಳಲ್ಲಿ ಒಂದು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ,23509080,30010
ಇದು ಹೂಡಿಕೆದಾರರಿಗೆ ಹೊಸ ಶೇರುಗಳ ನೀಡಿಕೆಯಲ್ಲಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ,23368774,30010
ಗಲ್ಫ್ ಆಫ್ ಮೆಕ್ಸಿಕೋ ಸಮೀಪ ಹಿಮವು ಸಾಮಾನ್ಯವಾಗಿ ಕಂಡುಬರುವುದಿಲ್ಲ,24027288,30010
ಆರನೆಯ ಎಡ್ವರ್ಡ್ನ ಕಾಲದಲ್ಲಿ ಈ ಬಗೆಯ ಸುಧಾರಣೆ ಮುಂದುವರಿಯಿತು,23475264,30010
ನಿರ್ದೇಶಕರಾಗಿ ಪುಟ್ಟಣ್ಣ ಅವರ ಮೊದಲ ಕನ್ನಡ ಚಿತ್ರ ೧೯೬೭ ರಲ್ಲಿ ಮೂಡಿಬಂದ ಬೆಳ್ಳಿಮೋಡ,23987154,30010
ತನ್ನೊಡನೆ ಬೆರೆತ ಇತರ ವಸ್ತುಗಳ ಪರಿಮಳವನ್ನು ಇದು ಸುಲಭವಾಗಿ ಹೀರಿಕೊಳ್ಳುತ್ತದೆ,23385722,30010
ಫಾರ್ಚೂನ್ ಮ್ಯಾಗಜಿನ್ ಒಟ್ಟು ಆದಾಯ ಟೆಕ್ಸಾಸ್ ಆರನೇ ಅತಿದೊಡ್ಡ ಕಂಪನಿ ಎಂದು ಡೆಲ್ ಪಟ್ಟಿ,23511442,30010
ಇದು ಮಲಪ್ಪುರಂ ಜಿಲ್ಲೆಯ ನಂತರ ಕೇರಳದಲ್ಲಿ ಎರಡನೇ ಅತಿ ಹೆಚ್ಚು ಜನಸಂಖ್ಯೆ ಹೊಂದಿರುವ ಜಿಲ್ಲೆಯಾಗಿದೆ,23435768,30010
ಮಾಧವೀಯ ಶಂಕರ ವಿಜಯ ಭಾರತೀಯ ತತ್ವ ಶಾಸ್ತ್ರ ಪರಿಚಯ ಲೇ,24115538,30010
ಚಿತ್ರದ ಶೀರ್ಷಿಕೆಯನ್ನು ನಟಿ ಕಿರಣ್ ಖೇರ್ ಸೂಚಿಸಿದರು,23554554,30010
ಈ ಗುಂಪಿನ ಪ್ರಾಣಿಗಳು ಮುಖ್ಯವಾಗಿ ಸಾಗರದ ಸೂಕ್ಷ್ಮ ಜೀವಿಗಳನ್ನು ತಿಂದು ಬದುಕುತ್ತವೆ,23335228,30010
ಕೆಲವು ರಾಜಪ್ರಭುತ್ವಗಳು ಸ್ಥಳೀಯ ಮಾರ್ಪಾಡುಗಳೊಂದಿಗೆ ಇದನ್ನು ಅನುಸರಿಸಿದವು,24005848,30010
ಪಡಿತರ ಪದ್ದತಿ ಮತ್ತು ತೀವ್ರತೆಯನ್ನು ನಿಯಂತ್ರಿಸಲು ಮಾಡ್ ರೇಟ್ ಮ್ಯಾನೇಜ್ ಮೆಂಟ್ ಮತ್ತು ಕುಡಿತದ ಪರಿಣಾಮಗಳ ಸೂಚಿ ಪಟ್ಟಿಯನ್ನು ಅನುಸರಿಸಬೇಕಾಗುತ್ತದೆ,23554972,30010
ಉಪಭಾಷೆಗಳು ಕೆಲವೊಮ್ಮೆ ರಾಜಕೀಯ ಮತ್ತು ಸಾಮಾಜಿಕ ಕಾರಣಗಳಿಗೆ ಭಾಷೆಯ ಸ್ಥಾನಮಾನ ಪಡೆಯುತ್ತವೆ,23543096,30010
ಅವರು ಮುಖ್ಯವಾಗಿ ತಮಿಳು ಚಿತ್ರರಂಗದಲ್ಲಿ ೧೯೪೦ ರಿಂದ ೧೯೭೦ ರವರೆಗೆ ಕೆಲಸ ಮಾಡಿದರು,24043356,30010
ಉಪಯೋಗದ ಆಯ್ಕೆಯನ್ನು ಹೆಚ್ಚಾಗಿ ರಾಜಕೀಯ ಕಾರಣಗಳು ನಿರ್ಣಯಿಸುತ್ತವೆ,23417380,30010
ಪ್ರಾಣಿಗಳು ಕೂಡ ಮಾನವರಂತೆ ಪರಸ್ಪರ ಸಂವಹನ ಮಾಡಬಲ್ಲವು ಎಂದು ಕೆಲವರು ಗುರುತಿಸಿದ್ದಾರೆ,23963588,30010
ಇಷ್ಟು ಸಾಹಿತ್ಯ ನಿರ್ಮಾಣ ಮರಾಠಿಯಲ್ಲಿ ಬೇರೆ ಯಾವ ಸಾಹಿತಿಯನ್ನು ಕುರಿತೂ ಇಲ್ಲಿಯವರೆಗೆ ಬಂದಿಲ್ಲ,23424550,30010
ಈ ಒಪ್ಪಂದದ ಪ್ರಕಾರ ಭೂಮಿಯ ಮೇಲೆ ಅಪರೂಪದ ಸಸ್ಯ ಪ್ರಾಣಿಗಳಿವೆ,23577794,30010
ಈ ಅವಧಿಯಲ್ಲಿ ಸುನಂದಮ್ಮ ಹಿಂದಿ ಕಲಿತು ಮೂರು ಪರೀಕ್ಷೆಗಳನ್ನು ಉನ್ನತ ದರ್ಜೆಯಲ್ಲಿ ಪಾಸು ಮಾಡಿದರು,23578966,30011
ಅಂತಹ ಒಂದು ಪ್ರಮಾಣದ ನಂತರ ಸನ್ಮಾನ ನಡೆಯುತ್ತದೆ,23375576,30011
ಕರ್ನಾಟಕದ ಕೋಲಾರ ಚಿನ್ನದ ಕ್ಷೇತ್ರಗಳು ಅವರ ಅವಧಿಯಲ್ಲಿ ಸ್ಥಾಪಿಸಲ್ಪಟ್ಟವು,23347862,30011
ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ ಮೊದಲಿಗೆ ಪ್ರಾರಂಭವಾದದ್ದು ಆ ದೇಶಗಳಲ್ಲಿ,23485634,30011
ಪ್ರದೇಶಕ್ಕೆ ತಕ್ಕಂತೆ ಜನಸಂಖ್ಯೆ ಕೂಡ ೭೦೦ ದಶಲಕ್ಷ ಇದೆ,24112936,30011
ನನಗೆ ಮುಂದಿನ ವರ್ಷದ ದಸರಾ ದಿನಾಂಕವನ್ನು ಹೇಳಿ.,23633940,30011
ಗರ್ಭಾವಸ್ಥೆಯಲ್ಲಿ ಕೆಫೀನ್ ಸೇವನೆಯು ಗರ್ಭಾವಸ್ಥೆಯ ನಷ್ಟದ ಅಪಾಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ ಮತ್ತು ಕಡಿಮೆ ಜನನ ತೂಕದ ಅಪಾಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತದೆ,23370790,30011
ಹೀಗಿದ್ದರೂ ನವಾಜೋ ಸೇರಿದಂತೆ ಎಲ್ಲ ಅಪಾಚೆ ಭಾಷೆಗಳೂ ಅಪಾಯವನ್ನು ಎದುರಿಸುತ್ತಿವೆ,23357298,30011
